user_id,session_id,event_time,event_type,content_id,group
u_77,s_166,2025-06-26 11:33:00,visit,c_83,test
u_77,s_166,2025-06-26 11:33:10,watch_start,c_83,test
u_9,s_167,2025-06-19 14:59:00,visit,c_60,test
u_9,s_167,2025-06-19 14:59:10,watch_start,c_60,test
u_9,s_167,2025-06-19 14:59:20,watch_complete,c_60,test
u_9,s_167,2025-06-19 14:59:30,like,c_60,test
u_141,s_168,2025-06-09 19:03:00,visit,c_5,test
u_141,s_168,2025-06-09 19:03:10,watch_start,c_5,test
u_141,s_168,2025-06-09 19:03:20,watch_complete,c_5,test
u_141,s_168,2025-06-09 19:03:30,like,c_5,test
u_159,s_169,2025-06-16 11:28:00,visit,c_50,test
u_159,s_169,2025-06-16 11:28:10,watch_start,c_50,test
u_466,s_170,2025-06-24 10:11:00,visit,c_78,test
u_466,s_170,2025-06-24 10:11:10,watch_start,c_78,test
u_466,s_170,2025-06-24 10:11:20,watch_complete,c_78,test
u_466,s_170,2025-06-24 10:11:30,like,c_78,test
u_102,s_171,2025-06-15 13:01:00,visit,c_26,test
u_102,s_171,2025-06-15 13:01:10,watch_start,c_26,test
u_102,s_171,2025-06-15 13:01:20,watch_complete,c_26,test
u_82,s_172,2025-06-24 03:48:00,visit,c_98,control
u_236,s_173,2025-06-11 13:42:00,visit,c_33,test
u_386,s_174,2025-06-23 07:18:00,visit,c_69,control
u_386,s_174,2025-06-23 07:18:10,watch_start,c_69,control
u_386,s_174,2025-06-23 07:18:20,watch_complete,c_69,control
u_386,s_174,2025-06-23 07:18:30,like,c_69,control
u_324,s_175,2025-06-19 00:11:00,visit,c_67,control
u_324,s_175,2025-06-19 00:11:10,watch_start,c_67,control
u_324,s_175,2025-06-19 00:11:20,watch_complete,c_67,control
u_392,s_176,2025-06-05 17:45:00,visit,c_21,test
u_392,s_176,2025-06-05 17:45:10,watch_start,c_21,test
u_392,s_176,2025-06-05 17:45:20,watch_complete,c_21,test
u_392,s_176,2025-06-05 17:45:30,like,c_21,test
u_261,s_177,2025-06-07 09:29:00,visit,c_80,test
u_261,s_177,2025-06-07 09:29:10,watch_start,c_80,test
u_261,s_177,2025-06-07 09:29:20,watch_complete,c_80,test
u_261,s_177,2025-06-07 09:29:30,like,c_80,test
u_352,s_178,2025-06-18 18:32:00,visit,c_67,test
u_352,s_178,2025-06-18 18:32:10,watch_start,c_67,test
u_352,s_178,2025-06-18 18:32:20,watch_complete,c_67,test
u_366,s_179,2025-06-02 20:03:00,visit,c_71,control
u_366,s_179,2025-06-02 20:03:10,watch_start,c_71,control
u_366,s_179,2025-06-02 20:03:20,watch_complete,c_71,control
u_243,s_180,2025-06-02 03:48:00,visit,c_30,test
u_243,s_180,2025-06-02 03:48:10,watch_start,c_30,test
u_161,s_181,2025-06-17 09:09:00,visit,c_33,test
u_161,s_181,2025-06-17 09:09:10,watch_start,c_33,test
u_27,s_182,2025-06-13 12:56:00,visit,c_47,control
u_27,s_182,2025-06-13 12:56:10,watch_start,c_47,control
u_189,s_183,2025-06-25 10:07:00,visit,c_71,control
u_189,s_183,2025-06-25 10:07:10,watch_start,c_71,control
u_389,s_184,2025-06-15 19:54:00,visit,c_82,control
u_389,s_184,2025-06-15 19:54:10,watch_start,c_82,control
u_389,s_184,2025-06-15 19:54:20,watch_complete,c_82,control
u_417,s_185,2025-06-17 04:45:00,visit,c_46,control
u_417,s_185,2025-06-17 04:45:10,watch_start,c_46,control
u_417,s_185,2025-06-17 04:45:20,watch_complete,c_46,control
u_362,s_186,2025-06-07 09:01:00,visit,c_80,control
u_362,s_186,2025-06-07 09:01:10,watch_start,c_80,control
u_362,s_186,2025-06-07 09:01:20,watch_complete,c_80,control
u_106,s_187,2025-06-05 04:09:00,visit,c_64,control
u_324,s_188,2025-06-26 13:37:00,visit,c_44,control
u_324,s_188,2025-06-26 13:37:10,watch_start,c_44,control
u_324,s_188,2025-06-26 13:37:20,watch_complete,c_44,control
u_247,s_189,2025-06-18 03:19:00,visit,c_7,control
u_447,s_190,2025-06-24 22:27:00,visit,c_66,control
u_447,s_190,2025-06-24 22:27:10,watch_start,c_66,control
u_447,s_190,2025-06-24 22:27:20,watch_complete,c_66,control
u_447,s_190,2025-06-24 22:27:30,like,c_66,control
u_447,s_190,2025-06-24 22:27:40,share,c_66,control
u_110,s_191,2025-06-17 15:17:00,visit,c_30,control
u_110,s_191,2025-06-17 15:17:10,watch_start,c_30,control
u_110,s_191,2025-06-17 15:17:20,watch_complete,c_30,control
u_458,s_192,2025-06-02 22:32:00,visit,c_17,control
u_458,s_192,2025-06-02 22:32:10,watch_start,c_17,control
u_178,s_193,2025-06-05 18:42:00,visit,c_15,control
u_138,s_194,2025-06-24 11:04:00,visit,c_14,control
u_138,s_194,2025-06-24 11:04:10,watch_start,c_14,control
u_138,s_194,2025-06-24 11:04:20,watch_complete,c_14,control
u_138,s_194,2025-06-24 11:04:30,like,c_14,control
u_160,s_195,2025-06-23 02:26:00,visit,c_10,test
u_160,s_195,2025-06-23 02:26:10,watch_start,c_10,test
u_160,s_195,2025-06-23 02:26:20,watch_complete,c_10,test
u_414,s_196,2025-06-29 11:18:00,visit,c_84,test
u_483,s_197,2025-06-30 02:09:00,visit,c_27,control
u_349,s_198,2025-06-16 14:12:00,visit,c_16,test
u_349,s_198,2025-06-16 14:12:10,watch_start,c_16,test
u_349,s_198,2025-06-16 14:12:20,watch_complete,c_16,test
u_349,s_198,2025-06-16 14:12:30,like,c_16,test
u_23,s_199,2025-06-25 09:07:00,visit,c_29,control
u_498,s_200,2025-06-19 09:55:00,visit,c_28,control
u_498,s_200,2025-06-19 09:55:10,watch_start,c_28,control
u_498,s_200,2025-06-19 09:55:20,watch_complete,c_28,control
u_498,s_200,2025-06-19 09:55:30,like,c_28,control
u_427,s_201,2025-06-21 05:39:00,visit,c_1,test
u_461,s_202,2025-06-17 10:04:00,visit,c_37,test
u_461,s_202,2025-06-17 10:04:10,watch_start,c_37,test
u_461,s_202,2025-06-17 10:04:20,watch_complete,c_37,test
u_461,s_202,2025-06-17 10:04:30,like,c_37,test
u_184,s_203,2025-06-26 07:22:00,visit,c_44,control
u_203,s_204,2025-06-25 02:24:00,visit,c_70,test
u_225,s_205,2025-06-15 05:39:00,visit,c_96,test
u_225,s_205,2025-06-15 05:39:10,watch_start,c_96,test
u_225,s_205,2025-06-15 05:39:20,watch_complete,c_96,test
u_225,s_205,2025-06-15 05:39:30,like,c_96,test
u_225,s_205,2025-06-15 05:39:40,share,c_96,test
u_98,s_206,2025-06-06 02:20:00,visit,c_95,control
u_129,s_207,2025-06-18 10:15:00,visit,c_93,test
u_445,s_208,2025-06-29 10:35:00,visit,c_20,control
u_245,s_209,2025-06-01 03:54:00,visit,c_58,control
u_463,s_210,2025-06-01 11:58:00,visit,c_5,test
u_463,s_210,2025-06-01 11:58:10,watch_start,c_5,test
u_183,s_211,2025-06-29 11:43:00,visit,c_55,control
u_494,s_212,2025-06-24 04:11:00,visit,c_31,test
u_276,s_213,2025-06-28 18:59:00,visit,c_31,control
u_276,s_213,2025-06-28 18:59:10,watch_start,c_31,control
u_276,s_213,2025-06-28 18:59:20,watch_complete,c_31,control
u_276,s_213,2025-06-28 18:59:30,like,c_31,control
u_359,s_214,2025-06-21 02:49:00,visit,c_81,control
u_359,s_214,2025-06-21 02:49:10,watch_start,c_81,control
u_359,s_214,2025-06-21 02:49:20,watch_complete,c_81,control
u_407,s_215,2025-06-11 21:57:00,visit,c_38,control
u_407,s_215,2025-06-11 21:57:10,watch_start,c_38,control
u_407,s_215,2025-06-11 21:57:20,watch_complete,c_38,control
u_407,s_215,2025-06-11 21:57:30,like,c_38,control
u_488,s_216,2025-06-30 07:01:00,visit,c_93,test
u_488,s_216,2025-06-30 07:01:10,watch_start,c_93,test
u_153,s_217,2025-06-29 16:05:00,visit,c_12,control
u_153,s_217,2025-06-29 16:05:10,watch_start,c_12,control
u_263,s_218,2025-06-03 06:32:00,visit,c_5,test
u_263,s_218,2025-06-03 06:32:10,watch_start,c_5,test
u_263,s_218,2025-06-03 06:32:20,watch_complete,c_5,test
u_449,s_219,2025-06-10 17:49:00,visit,c_21,control
u_449,s_219,2025-06-10 17:49:10,watch_start,c_21,control
u_449,s_219,2025-06-10 17:49:20,watch_complete,c_21,control
u_449,s_219,2025-06-10 17:49:30,like,c_21,control
u_27,s_220,2025-06-11 14:01:00,visit,c_65,control
u_27,s_220,2025-06-11 14:01:10,watch_start,c_65,control
u_208,s_221,2025-06-21 13:42:00,visit,c_68,test
u_208,s_221,2025-06-21 13:42:10,watch_start,c_68,test
u_208,s_221,2025-06-21 13:42:20,watch_complete,c_68,test
u_208,s_221,2025-06-21 13:42:30,like,c_68,test
u_208,s_221,2025-06-21 13:42:40,share,c_68,test
u_432,s_222,2025-06-23 12:46:00,visit,c_83,test
u_432,s_222,2025-06-23 12:46:10,watch_start,c_83,test
u_432,s_222,2025-06-23 12:46:20,watch_complete,c_83,test
u_432,s_222,2025-06-23 12:46:30,like,c_83,test
u_478,s_223,2025-06-11 18:12:00,visit,c_84,control
u_478,s_223,2025-06-11 18:12:10,watch_start,c_84,control
u_478,s_223,2025-06-11 18:12:20,watch_complete,c_84,control
u_186,s_224,2025-06-14 13:27:00,visit,c_50,control
u_186,s_224,2025-06-14 13:27:10,watch_start,c_50,control
u_186,s_224,2025-06-14 13:27:20,watch_complete,c_50,control
u_258,s_225,2025-06-24 13:46:00,visit,c_56,control
u_222,s_226,2025-06-05 06:32:00,visit,c_44,test
u_222,s_226,2025-06-05 06:32:10,watch_start,c_44,test
u_115,s_227,2025-06-29 05:15:00,visit,c_27,control
u_115,s_227,2025-06-29 05:15:10,watch_start,c_27,control
u_115,s_227,2025-06-29 05:15:20,watch_complete,c_27,control
u_115,s_227,2025-06-29 05:15:30,like,c_27,control
u_463,s_228,2025-06-02 03:29:00,visit,c_72,test
u_463,s_228,2025-06-02 03:29:10,watch_start,c_72,test
u_463,s_228,2025-06-02 03:29:20,watch_complete,c_72,test
u_96,s_229,2025-06-11 02:25:00,visit,c_85,control
u_96,s_229,2025-06-11 02:25:10,watch_start,c_85,control
u_96,s_229,2025-06-11 02:25:20,watch_complete,c_85,control
u_96,s_229,2025-06-11 02:25:30,like,c_85,control
u_96,s_229,2025-06-11 02:25:40,share,c_85,control
u_370,s_230,2025-06-12 08:24:00,visit,c_70,control
u_370,s_230,2025-06-12 08:24:10,watch_start,c_70,control
u_370,s_230,2025-06-12 08:24:20,watch_complete,c_70,control
u_149,s_231,2025-06-28 22:46:00,visit,c_6,test
u_149,s_231,2025-06-28 22:46:10,watch_start,c_6,test
u_149,s_231,2025-06-28 22:46:20,watch_complete,c_6,test
u_244,s_232,2025-06-26 18:34:00,visit,c_40,test
u_244,s_232,2025-06-26 18:34:10,watch_start,c_40,test
u_244,s_232,2025-06-26 18:34:20,watch_complete,c_40,test
u_244,s_232,2025-06-26 18:34:30,like,c_40,test
u_244,s_232,2025-06-26 18:34:40,share,c_40,test
u_494,s_233,2025-06-17 06:43:00,visit,c_25,test
u_494,s_233,2025-06-17 06:43:10,watch_start,c_25,test
u_494,s_233,2025-06-17 06:43:20,watch_complete,c_25,test
u_494,s_233,2025-06-17 06:43:30,like,c_25,test
u_494,s_233,2025-06-17 06:43:40,share,c_25,test
u_26,s_234,2025-06-09 21:17:00,visit,c_42,control
u_26,s_234,2025-06-09 21:17:10,watch_start,c_42,control
u_26,s_234,2025-06-09 21:17:20,watch_complete,c_42,control
u_26,s_234,2025-06-09 21:17:30,like,c_42,control
u_26,s_234,2025-06-09 21:17:40,share,c_42,control
u_273,s_235,2025-06-12 11:27:00,visit,c_63,control
u_273,s_235,2025-06-12 11:27:10,watch_start,c_63,control
u_273,s_235,2025-06-12 11:27:20,watch_complete,c_63,control
u_220,s_236,2025-06-04 02:41:00,visit,c_55,control
u_220,s_236,2025-06-04 02:41:10,watch_start,c_55,control
u_108,s_237,2025-06-22 14:24:00,visit,c_7,control
u_108,s_237,2025-06-22 14:24:10,watch_start,c_7,control
u_108,s_237,2025-06-22 14:24:20,watch_complete,c_7,control
u_119,s_238,2025-06-10 15:22:00,visit,c_30,control
u_250,s_239,2025-06-15 23:27:00,visit,c_88,test
u_250,s_239,2025-06-15 23:27:10,watch_start,c_88,test
u_250,s_239,2025-06-15 23:27:20,watch_complete,c_88,test
u_55,s_240,2025-06-29 15:11:00,visit,c_20,test
u_55,s_240,2025-06-29 15:11:10,watch_start,c_20,test
u_55,s_240,2025-06-29 15:11:20,watch_complete,c_20,test
u_55,s_240,2025-06-29 15:11:30,like,c_20,test
u_55,s_240,2025-06-29 15:11:40,share,c_20,test
u_487,s_241,2025-06-21 14:11:00,visit,c_34,control
u_487,s_241,2025-06-21 14:11:10,watch_start,c_34,control
u_487,s_241,2025-06-21 14:11:20,watch_complete,c_34,control
u_487,s_241,2025-06-21 14:11:30,like,c_34,control
u_27,s_242,2025-06-17 04:19:00,visit,c_82,test
u_27,s_242,2025-06-17 04:19:10,watch_start,c_82,test
u_27,s_242,2025-06-17 04:19:20,watch_complete,c_82,test
u_27,s_242,2025-06-17 04:19:30,like,c_82,test
u_264,s_243,2025-06-05 16:13:00,visit,c_59,test
u_462,s_244,2025-06-06 19:00:00,visit,c_38,test
u_462,s_244,2025-06-06 19:00:10,watch_start,c_38,test
u_462,s_244,2025-06-06 19:00:20,watch_complete,c_38,test
u_462,s_244,2025-06-06 19:00:30,like,c_38,test
u_380,s_245,2025-06-07 07:55:00,visit,c_38,test
u_380,s_245,2025-06-07 07:55:10,watch_start,c_38,test
u_380,s_245,2025-06-07 07:55:20,watch_complete,c_38,test
u_380,s_245,2025-06-07 07:55:30,like,c_38,test
u_380,s_245,2025-06-07 07:55:40,share,c_38,test
u_104,s_246,2025-06-12 18:52:00,visit,c_19,test
u_104,s_246,2025-06-12 18:52:10,watch_start,c_19,test
u_104,s_246,2025-06-12 18:52:20,watch_complete,c_19,test
u_104,s_246,2025-06-12 18:52:30,like,c_19,test
u_104,s_246,2025-06-12 18:52:40,share,c_19,test
u_223,s_247,2025-06-01 02:00:00,visit,c_58,control
u_223,s_247,2025-06-01 02:00:10,watch_start,c_58,control
u_436,s_248,2025-06-26 01:06:00,visit,c_45,test
u_436,s_248,2025-06-26 01:06:10,watch_start,c_45,test
u_436,s_248,2025-06-26 01:06:20,watch_complete,c_45,test
u_498,s_249,2025-06-26 00:16:00,visit,c_85,control
u_498,s_249,2025-06-26 00:16:10,watch_start,c_85,control
u_498,s_249,2025-06-26 00:16:20,watch_complete,c_85,control
u_243,s_250,2025-06-14 11:40:00,visit,c_3,control
u_243,s_250,2025-06-14 11:40:10,watch_start,c_3,control
u_310,s_251,2025-06-01 05:22:00,visit,c_25,control
u_310,s_251,2025-06-01 05:22:10,watch_start,c_25,control
u_310,s_251,2025-06-01 05:22:20,watch_complete,c_25,control
u_310,s_251,2025-06-01 05:22:30,like,c_25,control
u_310,s_251,2025-06-01 05:22:40,share,c_25,control
u_457,s_252,2025-06-06 02:03:00,visit,c_48,control
u_457,s_252,2025-06-06 02:03:10,watch_start,c_48,control
u_457,s_252,2025-06-06 02:03:20,watch_complete,c_48,control
u_457,s_252,2025-06-06 02:03:30,like,c_48,control
u_496,s_253,2025-06-27 02:00:00,visit,c_24,test
u_496,s_253,2025-06-27 02:00:10,watch_start,c_24,test
u_496,s_253,2025-06-27 02:00:20,watch_complete,c_24,test
u_496,s_253,2025-06-27 02:00:30,like,c_24,test
u_496,s_253,2025-06-27 02:00:40,share,c_24,test
u_406,s_254,2025-06-14 17:24:00,visit,c_19,control
u_406,s_254,2025-06-14 17:24:10,watch_start,c_19,control
u_406,s_254,2025-06-14 17:24:20,watch_complete,c_19,control
u_406,s_254,2025-06-14 17:24:30,like,c_19,control
u_406,s_254,2025-06-14 17:24:40,share,c_19,control
u_237,s_255,2025-06-05 18:51:00,visit,c_50,test
u_237,s_255,2025-06-05 18:51:10,watch_start,c_50,test
u_51,s_256,2025-06-30 14:23:00,visit,c_89,test
u_51,s_256,2025-06-30 14:23:10,watch_start,c_89,test
u_51,s_256,2025-06-30 14:23:20,watch_complete,c_89,test
u_51,s_256,2025-06-30 14:23:30,like,c_89,test
u_293,s_257,2025-06-07 12:54:00,visit,c_43,control
u_293,s_257,2025-06-07 12:54:10,watch_start,c_43,control
u_293,s_257,2025-06-07 12:54:20,watch_complete,c_43,control
u_330,s_258,2025-06-03 16:58:00,visit,c_71,control
u_365,s_259,2025-06-13 00:31:00,visit,c_7,test
u_378,s_260,2025-06-21 15:44:00,visit,c_60,control
u_378,s_260,2025-06-21 15:44:10,watch_start,c_60,control
u_378,s_260,2025-06-21 15:44:20,watch_complete,c_60,control
u_406,s_261,2025-06-16 23:50:00,visit,c_59,control
u_291,s_262,2025-06-21 18:29:00,visit,c_36,test
u_291,s_262,2025-06-21 18:29:10,watch_start,c_36,test
u_291,s_262,2025-06-21 18:29:20,watch_complete,c_36,test
u_291,s_262,2025-06-21 18:29:30,like,c_36,test
u_211,s_263,2025-06-08 02:10:00,visit,c_93,control
u_211,s_263,2025-06-08 02:10:10,watch_start,c_93,control
u_211,s_263,2025-06-08 02:10:20,watch_complete,c_93,control
u_211,s_263,2025-06-08 02:10:30,like,c_93,control
u_78,s_264,2025-06-24 02:50:00,visit,c_58,control
u_78,s_264,2025-06-24 02:50:10,watch_start,c_58,control
u_78,s_264,2025-06-24 02:50:20,watch_complete,c_58,control
u_7,s_265,2025-06-19 00:47:00,visit,c_12,control
u_7,s_265,2025-06-19 00:47:10,watch_start,c_12,control
u_7,s_265,2025-06-19 00:47:20,watch_complete,c_12,control
u_7,s_265,2025-06-19 00:47:30,like,c_12,control
u_139,s_266,2025-06-23 01:31:00,visit,c_100,control
u_139,s_266,2025-06-23 01:31:10,watch_start,c_100,control
u_139,s_266,2025-06-23 01:31:20,watch_complete,c_100,control
u_139,s_266,2025-06-23 01:31:30,like,c_100,control
u_139,s_266,2025-06-23 01:31:40,share,c_100,control
u_364,s_267,2025-06-22 17:08:00,visit,c_52,control
u_364,s_267,2025-06-22 17:08:10,watch_start,c_52,control
u_297,s_268,2025-06-23 18:00:00,visit,c_71,control
u_297,s_268,2025-06-23 18:00:10,watch_start,c_71,control
u_358,s_269,2025-06-11 01:39:00,visit,c_22,test
u_358,s_269,2025-06-11 01:39:10,watch_start,c_22,test
u_358,s_269,2025-06-11 01:39:20,watch_complete,c_22,test
u_258,s_270,2025-06-26 06:43:00,visit,c_24,test
u_258,s_270,2025-06-26 06:43:10,watch_start,c_24,test
u_258,s_270,2025-06-26 06:43:20,watch_complete,c_24,test
u_258,s_270,2025-06-26 06:43:30,like,c_24,test
u_258,s_270,2025-06-26 06:43:40,share,c_24,test
u_480,s_271,2025-06-25 08:55:00,visit,c_78,test
u_253,s_272,2025-06-05 16:06:00,visit,c_81,control
u_391,s_273,2025-06-10 17:32:00,visit,c_72,test
u_322,s_274,2025-06-29 22:08:00,visit,c_28,test
u_322,s_274,2025-06-29 22:08:10,watch_start,c_28,test
u_85,s_275,2025-06-03 23:52:00,visit,c_93,test
u_418,s_276,2025-06-25 08:19:00,visit,c_28,control
u_418,s_276,2025-06-25 08:19:10,watch_start,c_28,control
u_418,s_276,2025-06-25 08:19:20,watch_complete,c_28,control
u_245,s_277,2025-06-03 03:38:00,visit,c_12,test
u_245,s_277,2025-06-03 03:38:10,watch_start,c_12,test
u_370,s_278,2025-06-05 15:40:00,visit,c_66,control
u_370,s_278,2025-06-05 15:40:10,watch_start,c_66,control
u_409,s_279,2025-06-30 16:03:00,visit,c_15,control
u_409,s_279,2025-06-30 16:03:10,watch_start,c_15,control
u_409,s_279,2025-06-30 16:03:20,watch_complete,c_15,control
u_409,s_279,2025-06-30 16:03:30,like,c_15,control
u_277,s_280,2025-06-07 11:22:00,visit,c_77,control
u_277,s_280,2025-06-07 11:22:10,watch_start,c_77,control
u_277,s_280,2025-06-07 11:22:20,watch_complete,c_77,control
u_277,s_280,2025-06-07 11:22:30,like,c_77,control
u_111,s_281,2025-06-30 06:18:00,visit,c_23,control
u_111,s_281,2025-06-30 06:18:10,watch_start,c_23,control
u_471,s_282,2025-06-18 15:47:00,visit,c_36,control
u_471,s_282,2025-06-18 15:47:10,watch_start,c_36,control
u_471,s_282,2025-06-18 15:47:20,watch_complete,c_36,control
u_471,s_282,2025-06-18 15:47:30,like,c_36,control
u_471,s_282,2025-06-18 15:47:40,share,c_36,control
u_358,s_283,2025-06-07 21:40:00,visit,c_48,control
u_358,s_283,2025-06-07 21:40:10,watch_start,c_48,control
u_358,s_283,2025-06-07 21:40:20,watch_complete,c_48,control
u_358,s_283,2025-06-07 21:40:30,like,c_48,control
u_497,s_284,2025-06-13 22:29:00,visit,c_63,test
u_497,s_284,2025-06-13 22:29:10,watch_start,c_63,test
u_497,s_284,2025-06-13 22:29:20,watch_complete,c_63,test
u_383,s_285,2025-06-02 10:38:00,visit,c_69,control
u_383,s_285,2025-06-02 10:38:10,watch_start,c_69,control
u_383,s_285,2025-06-02 10:38:20,watch_complete,c_69,control
u_285,s_286,2025-06-12 16:14:00,visit,c_90,control
u_285,s_286,2025-06-12 16:14:10,watch_start,c_90,control
u_285,s_286,2025-06-12 16:14:20,watch_complete,c_90,control
u_285,s_286,2025-06-12 16:14:30,like,c_90,control
u_200,s_287,2025-06-09 17:59:00,visit,c_47,test
u_200,s_287,2025-06-09 17:59:10,watch_start,c_47,test
u_200,s_287,2025-06-09 17:59:20,watch_complete,c_47,test
u_15,s_288,2025-06-10 07:38:00,visit,c_12,control
u_15,s_288,2025-06-10 07:38:10,watch_start,c_12,control
u_15,s_288,2025-06-10 07:38:20,watch_complete,c_12,control
u_15,s_288,2025-06-10 07:38:30,like,c_12,control
u_15,s_288,2025-06-10 07:38:40,share,c_12,control
u_409,s_289,2025-06-26 11:29:00,visit,c_39,control
u_409,s_289,2025-06-26 11:29:10,watch_start,c_39,control
u_409,s_289,2025-06-26 11:29:20,watch_complete,c_39,control
u_240,s_290,2025-06-16 13:29:00,visit,c_80,control
u_240,s_290,2025-06-16 13:29:10,watch_start,c_80,control
u_21,s_291,2025-06-29 11:07:00,visit,c_31,test
u_21,s_291,2025-06-29 11:07:10,watch_start,c_31,test
u_374,s_292,2025-06-09 21:14:00,visit,c_20,control
u_374,s_292,2025-06-09 21:14:10,watch_start,c_20,control
u_140,s_293,2025-06-13 07:43:00,visit,c_93,control
u_140,s_293,2025-06-13 07:43:10,watch_start,c_93,control
u_140,s_293,2025-06-13 07:43:20,watch_complete,c_93,control
u_241,s_294,2025-06-13 06:30:00,visit,c_77,control
u_241,s_294,2025-06-13 06:30:10,watch_start,c_77,control
u_241,s_294,2025-06-13 06:30:20,watch_complete,c_77,control
u_60,s_295,2025-06-01 04:57:00,visit,c_17,test
u_60,s_295,2025-06-01 04:57:10,watch_start,c_17,test
u_60,s_295,2025-06-01 04:57:20,watch_complete,c_17,test
u_362,s_296,2025-06-16 09:59:00,visit,c_68,control
u_362,s_296,2025-06-16 09:59:10,watch_start,c_68,control
u_362,s_296,2025-06-16 09:59:20,watch_complete,c_68,control
u_362,s_296,2025-06-16 09:59:30,like,c_68,control
u_362,s_296,2025-06-16 09:59:40,share,c_68,control
u_89,s_297,2025-06-21 20:41:00,visit,c_74,test
u_62,s_298,2025-06-23 15:35:00,visit,c_91,control
u_62,s_298,2025-06-23 15:35:10,watch_start,c_91,control
u_62,s_298,2025-06-23 15:35:20,watch_complete,c_91,control
u_62,s_298,2025-06-23 15:35:30,like,c_91,control
u_344,s_299,2025-06-01 05:16:00,visit,c_30,test
u_344,s_299,2025-06-01 05:16:10,watch_start,c_30,test
u_344,s_299,2025-06-01 05:16:20,watch_complete,c_30,test
u_99,s_300,2025-06-25 10:02:00,visit,c_44,control
u_99,s_300,2025-06-25 10:02:10,watch_start,c_44,control
u_99,s_300,2025-06-25 10:02:20,watch_complete,c_44,control
u_67,s_301,2025-06-18 08:11:00,visit,c_21,test
u_354,s_302,2025-06-28 00:47:00,visit,c_3,test
u_354,s_302,2025-06-28 00:47:10,watch_start,c_3,test
u_354,s_302,2025-06-28 00:47:20,watch_complete,c_3,test
u_272,s_303,2025-06-27 11:16:00,visit,c_16,test
u_272,s_303,2025-06-27 11:16:10,watch_start,c_16,test
u_272,s_303,2025-06-27 11:16:20,watch_complete,c_16,test
u_286,s_304,2025-06-26 09:38:00,visit,c_85,control
u_286,s_304,2025-06-26 09:38:10,watch_start,c_85,control
u_286,s_304,2025-06-26 09:38:20,watch_complete,c_85,control
u_469,s_305,2025-06-18 07:47:00,visit,c_5,control
u_220,s_306,2025-06-10 08:46:00,visit,c_18,control
u_323,s_307,2025-06-01 13:31:00,visit,c_95,control
u_323,s_307,2025-06-01 13:31:10,watch_start,c_95,control
u_323,s_307,2025-06-01 13:31:20,watch_complete,c_95,control
u_222,s_308,2025-06-16 23:10:00,visit,c_31,test
u_422,s_309,2025-06-04 14:04:00,visit,c_31,control
u_422,s_309,2025-06-04 14:04:10,watch_start,c_31,control
u_483,s_310,2025-06-14 14:21:00,visit,c_40,control
u_481,s_311,2025-06-17 03:31:00,visit,c_57,control
u_481,s_311,2025-06-17 03:31:10,watch_start,c_57,control
u_481,s_311,2025-06-17 03:31:20,watch_complete,c_57,control
u_481,s_311,2025-06-17 03:31:30,like,c_57,control
u_481,s_311,2025-06-17 03:31:40,share,c_57,control
u_29,s_312,2025-06-16 01:52:00,visit,c_13,test
u_29,s_312,2025-06-16 01:52:10,watch_start,c_13,test
u_474,s_313,2025-06-26 19:45:00,visit,c_60,test
u_474,s_313,2025-06-26 19:45:10,watch_start,c_60,test
u_474,s_313,2025-06-26 19:45:20,watch_complete,c_60,test
u_474,s_313,2025-06-26 19:45:30,like,c_60,test
u_481,s_314,2025-06-24 05:25:00,visit,c_46,control
u_133,s_315,2025-06-20 11:04:00,visit,c_76,control
u_133,s_315,2025-06-20 11:04:10,watch_start,c_76,control
u_133,s_315,2025-06-20 11:04:20,watch_complete,c_76,control
u_411,s_316,2025-06-30 07:47:00,visit,c_66,test
u_411,s_316,2025-06-30 07:47:10,watch_start,c_66,test
u_411,s_316,2025-06-30 07:47:20,watch_complete,c_66,test
u_411,s_316,2025-06-30 07:47:30,like,c_66,test
u_411,s_316,2025-06-30 07:47:40,share,c_66,test
u_100,s_317,2025-06-08 02:16:00,visit,c_69,control
u_100,s_317,2025-06-08 02:16:10,watch_start,c_69,control
u_100,s_317,2025-06-08 02:16:20,watch_complete,c_69,control
u_100,s_317,2025-06-08 02:16:30,like,c_69,control
u_351,s_318,2025-06-13 14:20:00,visit,c_89,control
u_351,s_318,2025-06-13 14:20:10,watch_start,c_89,control
u_351,s_318,2025-06-13 14:20:20,watch_complete,c_89,control
u_243,s_319,2025-06-10 18:15:00,visit,c_82,test
u_243,s_319,2025-06-10 18:15:10,watch_start,c_82,test
u_243,s_319,2025-06-10 18:15:20,watch_complete,c_82,test
u_243,s_319,2025-06-10 18:15:30,like,c_82,test
u_450,s_320,2025-06-15 11:23:00,visit,c_9,control
u_450,s_320,2025-06-15 11:23:10,watch_start,c_9,control
u_450,s_320,2025-06-15 11:23:20,watch_complete,c_9,control
u_450,s_320,2025-06-15 11:23:30,like,c_9,control
u_438,s_321,2025-06-11 12:58:00,visit,c_35,test
u_438,s_321,2025-06-11 12:58:10,watch_start,c_35,test
u_438,s_321,2025-06-11 12:58:20,watch_complete,c_35,test
u_438,s_321,2025-06-11 12:58:30,like,c_35,test
u_365,s_322,2025-06-02 01:04:00,visit,c_59,control
u_365,s_322,2025-06-02 01:04:10,watch_start,c_59,control
u_6,s_323,2025-06-25 20:43:00,visit,c_66,control
u_6,s_323,2025-06-25 20:43:10,watch_start,c_66,control
